,Reviews,Replies,Summary
10,My family was craving dim sum the other day but it was raining really heavy so my bf ordered through door dash. The dim sum here is huge! If we had known we would've placed only 1 order of everything. But we ordered doubled on our favorites and the Shu mai are the size of golf balls. My son's favorite was the thousand year old preserve egg porridge with pork!,Bullet points= - Huge dim sum selection. - Shu mai size of golf balls. - Son's favorite: thousand year old preserved egg porridge with pork.,"Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
11,"Given how expensive dim sum is nowadays, the prices here are more reasonable. You may not get your best dim sum, but it is good enough to satisfy your cravings. As for presentation, you can throw that out the door as well. Don't go thinking you'll find cute dim sum or incredible Instagramable food here.. it's all about bang for your buck and honestly the food is not bad. In fact, i much rather eat here than the dim sum from Sifu Wong Kitchen in santa clara -- knowing that it's cheap, you are NOT going to expect amazing fancy dimsum is more satisfactory than paying $8 for 4 ha gao for just average tasting filling.   Ha gao (shrimp dumpling): skin is SUPER thick i had to peel some of the skin off but the filling is tasty.   the siu mai and all the other items are really big - i have never seen such ginormous Ham Sui Gok (the glutinous football looking thing with filling) before. Though it's a bit too oily but overall the taste is there and it is crispy on the outside, chewy inside and you get a good amount of filling to mochi too. Not just a teaspoon of filling that you may get at a restaurant.   we also really like this fried dumpling with pork, shrimp, and woodear (forgot what it's called, but it's wrapped in wonton skin and deep fried).   the egg tart is a hit or missed. First time i had it was really good, buttery flaky crust with warm jiggly egg custard. The second time, the crust wasn't buttery and was a bit too dry.   Though it's only 3 stars, but yes i will definitely go back to HK dim sum!","Bullet points= - Good dim sum, satisfying cravings. - Ha gao: thick skin, tasty filling. - Siu mai and other items: large size. - Ham Sui Gok: oily, crispy outside, chewy inside, good filling. - Fried dumpling: pork, shrimp, woodear, wonton skin, deep-fried. - Egg tart: inconsistent quality, buttery flaky crust or dry crust.","Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
12,"Placed an order through DoorDash since it was one of the few Dim Sum spots that delivered. We ordered sesame balls, shrimp dumpling, shu mai, sticky rice with lotus leaf, spareribs, steamed BBQ bun, fried turnip cake, and prawn rice rolls. We were surprised how affordable everything was and how fast we got our food delivered. Everything tasted delicious and we had plenty of leftovers.",Bullet points= - Ordered various dishes. - Delicious taste. - Plenty of leftovers.,"Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
13,"Food was great. Very authentic tastes, nice and fast services as expected from a local Chinese restaurant. Waiter and server were very friendly and helpful, which is a little odd for the majority of restaurants of this types. Overall, i had s great meal, with tasty foods, friendly service at a very decent price.",Bullet points= - Great food. - Authentic tastes. - Enjoyable meal.,"Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
14,"Great togo Dim Sum. From steam dumplings, fried dumplings, chow fun, and Chinese BBQ. Fairly priced and quick service. Been coming back here on a weekly basis. You can also order ahead online on their website. They're located across the opposite side from the Vietnam town Grand Century mall and next to the Lion Supermarket on Story Road.","Bullet points= - Great to-go Dim Sum. - Steam dumplings, fried dumplings, chow fun. - Chinese BBQ.","Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
15,if you looking for a polite dining experience   this may mot be the spot for you  but if you're into  counter service dim sum  and dont mind mind orders mot being taken correctly and a half empty restaurant this might be your dpot,Bullet points= - Counter service. - Dim sum food.,"Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
16,"Have ordered takeout for pickup here a few times via DoorDash at this point, and experience has been solid. Typically super quick to prepare the order, and portions are quite big - very filling! Quality of the food has been consistent in my experience and is similar to most dim-sum to-go places. I would say the porridge is overpriced for the quantity you get, but most of the dim sum items are very reasonably priced. Definitely a convenient option in the neighborhood when dining in for dim sum isn't an option.",Bullet points= - Consistent food quality. - Comparable to other dim-sum to-go places. - Overpriced porridge. - Reasonably priced dim sum items.,"Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
17,9/5/2020 doordashed brunch  No fault of the restaurant that our doordash order was approximately 30 minutes late on arrival but what arrived wasn't exactly what we ordered let alone served cold.  We ordered $80 worth of stuff. The prawn rolls are my kids fav when eating dim sum and this place skimps yah a whole shrimp. Their rolls only have 2 prawns vs the normal 3 you get eating at most dim sum places so the ratio here is definitely more noodle roll.  Our \,Bullet points= - Incorrect order and served cold. - Kids love prawn rolls at dim sum. - This place has fewer prawns in rolls. - More noodle roll than prawn.,"Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
18,"Pretty good food considering the price, but you get what you pay for. Their shrimp dumplings were probably my favorite. Their preserved egg and pork porridge was also good, but not quite like what other dim sum places make. Their shumai was a bit off, would not recommend.",Bullet points= - Good food for the price. - Shrimp dumplings are a favorite. - Preserved egg and pork porridge is good but different from other dim sum places. - Shumai not recommended.,"Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
19,Big bun for $5.00‽ wow a little steep.  Dim sum looked good.  Bbq pork was good with roast pork.  4 people in line.  Strangely a restaurant closed and to go only.,Bullet points= - Dim sum looks good. - BBQ pork is good with roast pork.,"Positive reviews of HK Dim Sum highlight the better than average food, large shumai and other items, and tasty dishes. Customers find the dim sum satisfying and not overly salty. They appreciate the variety of to-go items and the decent quality of BBQ pork. Many items like chive dumplings, egg tarts, and beef noodle rolls are praised for their taste and texture. Barbecue and roast meats are said to be flavorful and juicy compared to other dim sum places, and customers enjoy the less dense rice rolls and flavorful porridges. The restaurant also offers a huge dim sum selection and some unique options like preserved egg porridge with pork. Consistency in food quality and reasonable prices are also appreciated by customers. Negative reviews, on the other hand, mention issues such as the hot dog bun being mostly bread, fried taro with shrimp/pork smelling like ammonia, and the har gow having an acceptable but not outstanding quality. Some customers had a horrible experience, stating that the dishes were flavorless, had inappropriate thickness, and had odd additions like peanuts. The Chinese donuts were described as hard and stale, and shrimp balls were said to be too oily."
